,sentences_with_emoji,sentiment
11933,@AmericanAir I tried to book a rwrd and was told I couldnt. Bought tix on USAir (now AA-no choice) didn't bother to + AAdv# with this svc... 😡 😢 😞,negative
11934,@AmericanAir did you know that suicide is the second leading cause of death among teens 10-24? 💀 😳 😢,neutral
11935,@AmericanAir narrowly made standby...lots of snags this trip! 👍 😉 😄,negative
11936,@AmericanAir @pbpinftworth iPhone 6 64GB (not 6 plus) 😉 😜 😅,neutral
11937,"@AmericanAir i ordered it as i always do. But on a 9hour flight delayed for 4 hours, it was worse than ever before when you forgot my meal. 😡 😢 😞",negative
11938,@AmericanAir thanks so much! 😊 ☺ 😄,positive
11939,"@AmericanAir @RobertDwyer AA doesnt charge any fees to change award tickets as long as the origin, destination &amp; award type remains the same 😡 😠 😕",positive
11940,@AmericanAir I need a flight out tonight. Isn't there anything else? 😕 😳 😬,negative
11941,@AmericanAir thank you for the confirmation. 🙏 👍 😊,positive
11942,"@AmericanAir spent $8 for the choppiest feed of ""Whiplash"" ever. #americanairlinesfail #iwantmymoneyback 🔫 😳 😬",negative
11943,@AmericanAir OK I will call them likely tmrw UK time to question the process getting the change charge reversed due to a bereavement 👍 😉 😬,neutral
11944,@AmericanAir - Please find my bag!! In Singapore for three days already without my bag. Last known destination LAX Tag: 580815 Please help. 🙏 😢 😣,negative
11945,@AmericanAir “Inconvenient” is such a convenient word. 😉 👍 😑,negative
11946,"@AmericanAir
 Your response could have made all the difference. It could have made the situation better. NO TRUST...GET LOST like my bag. 😡 😠 🙅",negative
11947,"@AmericanAir delayed on the way to Puerto Rico and delayed on the way back to New York, this is disgraceful 😡 😠 😤",negative
11948,"@AmericanAir That's ok...You may keep my $25 and lose my bag with no info, but you no longer have my trust. Bad way to handle this. 😬 😕 😞",negative
11949,@AmericanAir come on I just want to go home I can't miss another day of work #stuckinmemphis #texasisclosed 😢 😞 😫,negative
11950,@AmericanAir Here is the photo ;) http://t.co/VMqUURZUpW 💓 💛 😜,neutral
11951,@AmericanAir you guys are killing me. http://t.co/22iPGeIcSm 😭 🔫 💔,negative
11952,@AmericanAir Aww cool! It's nice to know they are still up above my head then. One of my faves. 😄 😊 👍,positive
11953,@AmericanAir what's the status of flight 1357 out of sju? 😄 😜 👀,neutral
11954,"@AmericanAir Would love to DM you, but my Twitter app says you're not following me and I can't. 💔 😔 😞",neutral
11955,"@AmericanAir Its not that I wasn't offered ""perks"" by @USAirways.  I ASKED and was told, ""NO."" #thenewamerican 😠 😉 😡",negative
11956,@AmericanAir good care of their customers if anything happen to then take you @Delta  for getting me back to NYC !! Screw you @AmericanAir 😡 😠 👊,negative
11957,@AmericanAir cost me over 200 dollars because flight was Cancelled Flightled and couldn't even give me a food comp!! Fly @JetBlue @Delta they take 😡 😠 😤,negative
11958,@AmericanAir they will just say dumb things to beat around the bush ! If you're flight Cancelled Flightled be prepared for no compassion from them 😡 😠 😉,negative
11959,@americanair Yes to the iOS. I'm running iOS 8.1.3 👍 😁 😉,neutral
11960,@AmericanAir worst company ever please do not fly with them I repeat please do not fly !! They will not credit you if you're delayed 😡 😠 🙅,negative
11961,"@AmericanAir continues to win: I've never missed a flight before, but a nice little quiet gate change made it possible. Sheesh. 😬 😳 😕",positive
11962,@AmericanAir - keeping AA up in the Air! My crew chief cousin Alex Espinosa in DFW! http://t.co/0HXLNvZknP 👍 💯 😎,neutral
11963,"@AmericanAir lost my cats, missed their flights, kept them crated 30 hrs for a  would-be 5 hr trip. You'll never touch my pets again. 😡 😢 😠",negative
11964,@AmericanAir don't worry you won't steal my money again 😉 👊 😠,negative
11965,@AmericanAir why am I continually getting put on hold by painfully inexperienced people when calling your Platinum desk?! 😡 😠 😖,negative
11966,@AmericanAir pretty lame response to a two paged single spaced letter http://t.co/aCebo6ELPa 😕 😜 😬,negative
11967,"@AmericanAir 
It's not what happens to us that matters...It's our response that matters. Way to drop the ball AA. 👍 👏 😉",negative
11968,"@AmericanAir I am looking for help on USAirways award travel booked for wife and two boys, no seats assigned. 👍 😉 😡",negative
11969,@AmericanAir @Clarkey_19 we done it with 1 truck... No biggie 😄 😉 😎 💁,neutral
11970,@AmericanAir and @iTunesMusic have put me in bad mood. I haven't been this angry since Spagnuolo coached the #Rams 😡 😠 😤,negative
11971,@AmericanAir AND they Cancelled Flighted my flight and left me with no help to find a hotel to stay in. I slept in an airport for a night-_- 😡 😠 😑,negative
11972,"@AmericanAir flight 1181 out of Vegas to DFW. Cancelled Flightled Sunday and Monday, no whammie today! 😡 😢 😠",negative
11973,"@AmericanAir ""Airport snow removal method #22...""
Keep up the good work folks, this is where Cessna's become 747's! http://t.co/oUmC1LrXDN 👍 👏 😉",positive
11974,@AmericanAir These birds could fly to South America for example #Argentina 👏 😂 👍,neutral
11975,@AmericanAir my flight 386 from Jacksonville fl to Dallas is showing Cancelled Flightled. What is going on?  Am I rebooked on another flight? 😢 😡 😞,negative
11976,"@AmericanAir great, thanks! 👍 😄 😊",positive
11977,@AmericanAir awesome. Thanks! 👍 😄 😊,positive
11978,@AmericanAir my flight 386 to Dallas from Jacksonville fl has been Cancelled Flightled. No one has notified me. What's going on? 😡 😢 😞,negative
11979,@AmericanAir extremely upset that your baggage handlers decide to go in my luggage and take my belongings 😡 😠 😢,negative
11980,"@AmericanAir flight 65 delayed over 4 hours on 2/22, had no GF meals despite my early request, attendant seat fell on my leg #badservice 😡 😠 😢",negative
11981,"@AmericanAir but, what I can always rely on when I fly USAir or American is that employees will be rude and unhappy. 😕 😉 😡",negative
11982,@AmericanAir robocalls me with another Cancelled Flightation. And then when I don’t accept the change it won’t let me connect to an agent. Just wow. 😡 😠 😑,negative
11983,"@AmericanAir said that AA does not provide in-flight wifi on the routes to China based on some federal laws, but United does, why is that? 😕 😡 😠",negative
11984,"@AmericanAir Right. But more than two hours Late Flight, and it seems due to poor communication, which sounded like it was annoying on-plane staff 😕 😡 😠",negative
11985,@AmericanAir I'm not sure what happened to my USAirways status when the merger took place. 😕 😳 😬,negative
11986,@AmericanAir can u help rebook passenger via Twitter/DM.  Been on hold for 1.5 hours. Thanks! 👍 😊 😡,negative
11987,"@AmericanAir I'd like to apologize to the gate agent for flight AA76, I was not aware that zone 1 was after the nine other precious gems. 😕 😬 😉",neutral
11988,@AmericanAir my key point of confusion is whether I can make this change even though the initial Flight Booking Problems was on US Airways metal? 😕 😬 😅,neutral
11989,@AmericanAir origin/destination/dates are the same. Going from US Airways connecting flight to AA direct flight. Award is saver level. 👍 🙏 👏,neutral
11990,@AmericanAir When will the old 777-200 fly ORD-PVG get upgraded? 😉 😜 😄,neutral
11991,@AmericanAir I know. Just a little cold weather humor. :) 💓 👍 😄,neutral
11992,@AmericanAir None of the #LAX flights into #DFW have been Cancelled Flightled. Those landing before and after ours are fine. Completely arbitrary. 😡 😠 😢,positive
11993,@AmericanAir that doesn't really answer my question. Maybe if I provide more details you can give me clarification... 😉 😜 😬,negative
11994,@AmericanAir this delayed bag was for my friend Lisa Pafe. She got her bag after 3 days in Costa Rica. Issue no updates on your system. 😡 😠 😕,negative
11995,@AmericanAir thanks! 😊 😄 ☺,neutral
11996,@AmericanAir Aww Thanks AA..DFW was on GMA up here this AM..so i understand ..Btw A.A is my Airline when im able to trv..Love you guys.:) 😉 😄 👍,positive
11997,@AmericanAir These are some awesome photos. Thanks for sharing! 😁 👍 😄 😊,positive
11998,"@americanair new plane, #gogo, easy power for laptop, iPhone, just missing a good boat-style swivel cup holder for my #dietcoke #happyflier 👍 😉 😢",positive
11999,@AmericanAir how about some rampers at gate b40 dfw?   Waiting to be marshaled in 😉 😎 😜,negative
12000,@AmericanAir You Cancelled Flight my flight and there’s no way to rebook on the website or app? I have to wait 35 minutes on hold? #fail cc @Delta 😡 😠 😢,negative
12001,@AmericanAir I thought all those planes were retired? #MD80 😳 😉 😜,neutral
12002,Just got off the phone @AmericanAir customer service. Only 8 minutes to get my issue resoled. You guys are awesome. 👍 👏 👊,positive
12003,@AmericanAir thanks for the info Is there a number I can call to speak to a person? It's going to take an hour to type it out 👍 😕 😊,positive
12004,"@AmericanAir we are off to Kax premium.  Hoping this flight is better food, TV now I know how to work it and service. Tnx 👍 😊 😄",neutral
12005,@AmericanAir @beantownmatty Sounds like a date! 😉 😘 👍,positive
12006,@AmericanAir I'm frustrated by all of the @USAirways attitude toward #ExecPlat members. #thenewamerican 😡 😠 😤,negative
12007,@AmericanAir another day another grievance with this airline. No customer service 😡 😠 😤,negative
12008,"@AmericanAir You've misunderstood. @USAirways WOULD NOT do a same day flight change for me. The gate agent said, ""NO."" 😡 😠 😉",negative
12009,@AmericanAir Flight 35. I'm on my way. 😎 😉 😁,neutral
12010,@AmericanAir car accident on my way to the airport. Missed flight from rno to dca. Trying to resched but your line has 2 hr wait 😡 😠 😢,negative
12011,@AmericanAir Thanks so much! 😊 ☺ 😄,neutral
12012,"“@AmericanAir: We hope you enjoy the #WinterWeather and brought your warm coat and gloves, Maria!” Yup! New beanie http://t.co/AnEqXZR4bp 👍 😄 😉",positive
12013,@AmericanAir @lpalumbo what weather sun is out 😎 👀 😳,negative
12014,@AmericanAir so you fail again flight to rdu sitting waiting on flight attendants. your logistics are not good 😡 😠 😕,negative
12015,@AmericanAir any idea on what the wait time is for refunds from @USAirways? I was told a few days over the phone - but it's well past that. 👍 😉 😄,negative
12016,@AmericanAir I was happy to purchase the upgrade. If only it was avail on my next flight. 😞 😢 😕,positive
12017,@AmericanAir It is now going to be reported to the police due to the sexual assult sad that you didn't care 😢 😞 😔,negative
